YEAR,STATE,RATE,DEATHS,URL
2016,Nebraska,21.9,501,/nchs/pressroom/states/nebraska/nebraska.htm
2016,Nevada,17.9,580,/nchs/pressroom/states/nevada/nevada.htm
2016,New Hampshire,17.9,316,/nchs/pressroom/states/newhampshire/newhampshire.htm
2016,New Jersey,17.8,"1,949",/nchs/pressroom/states/newjersey/newjersey.htm
2016,New Mexico,27.2,678,/nchs/pressroom/states/newmexico/newmexico.htm
2016,New York,16.9,"4,038",/nchs/pressroom/states/newyork/newyork.htm
2016,North Carolina,23.5,"2,811",/nchs/pressroom/states/northcarolina/northcarolina.htm
2016,North Dakota,19.4,171,/nchs/pressroom/states/northdakota/northdakota.htm
2016,Ohio,24.6,"3,568",/nchs/pressroom/states/ohio/ohio.htm
2016,Oklahoma,30.8,"1,393",/nchs/pressroom/states/oklahoma/oklahoma.htm
2016,Oregon,24,"1,240",/nchs/pressroom/states/oregon/oregon.htm
2016,Pennsylvania,20.3,"3,560",/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2016,Rhode Island,16.9,239,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2016,South Carolina,22.3,"1,369",/nchs/pressroom/states/southcarolina/southcarolina.htm
2016,South Dakota,23.7,253,/nchs/pressroom/states/southdakota/southdakota.htm
2016,Tennessee,24,"1,883",/nchs/pressroom/states/tenessee/tennessee.htm
2016,Texas,20.3,"5,470",/nchs/pressroom/states/texas/texas.htm
2016,Utah,24.6,624,/nchs/pressroom/states/utah/utah.htm
2016,Vermont,20.5,166,/nchs/pressroom/states/vermont/vermont.htm
2016,Virginia,21.7,"2,062",/nchs/pressroom/states/virginia/virginia.htm
2016,Washington,20.3,"1,673",/nchs/pressroom/states/washington/washington.htm
2016,West Virginia,34.8,860,/nchs/pressroom/states/westvirginia/westvirginia.htm
2016,Wisconsin,19.9,"1,440",/nchs/pressroom/states/wisconsin/wisconsin.htm
2016,Wyoming,16.6,112,/nchs/pressroom/states/wyoming/wyoming.htm
2015,Alabama,21.7,"1,255",/nchs/pressroom/states/alabama/alabama.htm
2015,Alaska,23.9,142,/nchs/pressroom/states/alaska/alaska.htm
2015,Arizona,25.3,"2,081",/nchs/pressroom/states/arizona/arizona.htm
2015,Arkansas,24.7,886,/nchs/pressroom/states/arkansas/arkansas.htm
2015,California,21.2,"8,845",/nchs/pressroom/states/california/california.htm
2015,Colorado,15.9,887,/nchs/pressroom/states/colorado/colorado.htm
2015,Connecticut,13.9,653,/nchs/pressroom/states/connecticut/connecticut.htm
2015,Delaware,18.1,215,/nchs/pressroom/states/delaware/delaware.htm
2015,Florida,18.6,"5,403",/nchs/pressroom/states/florida/florida.htm
2015,Georgia,21.4,"2,210",/nchs/pressroom/states/georgia/georgia.htm
2015,Hawaii,14.5,263,/nchs/pressroom/states/hawaii/hawaii.htm
2015,Idaho,22.1,403,/nchs/pressroom/states/idaho/idaho.htm
2015,Illinois,19.2,"2,817",/nchs/pressroom/states/illinois/illinois.htm
2015,Indiana,26.9,"2,030",/nchs/pressroom/states/indiana/indiana.htm
2015,Iowa,26.7,"1,077",/nchs/pressroom/states/iowa/iowa.htm
2015,Kansas,20.2,684,/nchs/pressroom/states/kansas/kansas.htm
2015,Kentucky,28.2,"1,458",/nchs/pressroom/states/kentucky/kentucky.htm
2015,Louisiana,23.5,"1,199",/nchs/pressroom/states/louisiana/louisiana.htm
2015,Maine,21.9,407,/nchs/pressroom/states/maine/maine.htm
2015,Maryland,18.3,"1,243",/nchs/pressroom/states/maryland/maryland.htm
2015,Massachusetts,16.7,"1,398",/nchs/pressroom/states/massachusetts/massachusetts.htm
2015,Michigan,22.5,"2,751",/nchs/pressroom/states/michigan/michigan.htm
2015,Minnesota,18.6,"1,221",/nchs/pressroom/states/minnesota/minnesota.htm
2015,Mississippi,32.4,"1,092",/nchs/pressroom/states/mississippi/mississippi.htm
2015,Missouri,19.7,"1,468",/nchs/pressroom/states/missouri/missouri.htm
2015,Montana,24.5,321,/nchs/pressroom/states/montana/montana.htm
2015,Nebraska,24.8,553,/nchs/pressroom/states/nebraska/nebraska.htm
2015,Nevada,13.4,420,/nchs/pressroom/states/nevada/nevada.htm
2015,New Hampshire,17.9,308,/nchs/pressroom/states/newhampshire/newhampshire.htm
2015,New Jersey,17.9,"1,933",/nchs/pressroom/states/newjersey/newjersey.htm
2015,New Mexico,24.9,608,/nchs/pressroom/states/newmexico/newmexico.htm
2015,New York,17.1,"4,045",/nchs/pressroom/states/newyork/newyork.htm
2015,North Carolina,23.6,"2,746",/nchs/pressroom/states/northcarolina/northcarolina.htm
2015,North Dakota,22.6,195,/nchs/pressroom/states/northdakota/northdakota.htm
2015,Ohio,25.3,"3,645",/nchs/pressroom/states/ohio/ohio.htm
2015,Oklahoma,32.4,"1,442",/nchs/pressroom/states/oklahoma/oklahoma.htm
2015,Oregon,22.9,"1,148",/nchs/pressroom/states/oregon/oregon.htm
2015,Pennsylvania,22.1,"3,777",/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2015,Rhode Island,20.2,276,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2015,South Carolina,23.4,"1,347",/nchs/pressroom/states/southcarolina/southcarolina.htm
2015,South Dakota,26.3,282,/nchs/pressroom/states/southdakota/southdakota.htm
2015,Tennessee,23.4,"1,798",/nchs/pressroom/states/tenessee/tennessee.htm
2015,Texas,21.2,"5,521",/nchs/pressroom/states/texas/texas.htm
2015,Utah,24.6,604,/nchs/pressroom/states/utah/utah.htm
2015,Vermont,19.8,159,/nchs/pressroom/states/vermont/vermont.htm
2015,Virginia,21.9,"2,044",/nchs/pressroom/states/virginia/virginia.htm
2015,Washington,22.4,"1,811",/nchs/pressroom/states/washington/washington.htm
2015,West Virginia,31.7,784,/nchs/pressroom/states/westvirginia/westvirginia.htm
2015,Wisconsin,19.4,"1,382",/nchs/pressroom/states/wisconsin/wisconsin.htm
2015,Wyoming,20.8,136,/nchs/pressroom/states/wyoming/wyoming.htm
2014,Alabama,22.8,"1,281",/nchs/pressroom/states/alabama/alabama.htm
2014,Alaska,19.4,113,/nchs/pressroom/states/alaska/alaska.htm
2014,Arizona,24.3,"1,936",/nchs/pressroom/states/arizona/arizona.htm
2014,Arkansas,24,828,/nchs/pressroom/states/arkansas/arkansas.htm
2014,California,20.4,"8,249",/nchs/pressroom/states/california/california.htm
2014,Colorado,15.5,835,/nchs/pressroom/states/colorado/colorado.htm
2014,Connecticut,14.9,685,/nchs/pressroom/states/connecticut/connecticut.htm
2014,Delaware,19.8,226,/nchs/pressroom/states/delaware/delaware.htm
2014,Florida,19.2,"5,371",/nchs/pressroom/states/florida/florida.htm
2014,Georgia,22.3,"2,230",/nchs/pressroom/states/georgia/georgia.htm
2014,Hawaii,15.4,276,/nchs/pressroom/states/hawaii/hawaii.htm
2014,Idaho,22.9,409,/nchs/pressroom/states/idaho/idaho.htm
2014,Illinois,18.7,"2,712",/nchs/pressroom/states/illinois/illinois.htm
2014,Indiana,24.4,"1,819",/nchs/pressroom/states/indiana/indiana.htm
2014,Iowa,25.6,"1,019",/nchs/pressroom/states/iowa/iowa.htm
2014,Kansas,19.2,643,/nchs/pressroom/states/kansas/kansas.htm
2014,Kentucky,23.4,"1,175",/nchs/pressroom/states/kentucky/kentucky.htm
2014,Louisiana,24.8,"1,238",/nchs/pressroom/states/louisiana/louisiana.htm
2014,Maine,22.4,414,/nchs/pressroom/states/maine/maine.htm
2014,Maryland,19.8,"1,305",/nchs/pressroom/states/maryland/maryland.htm
2014,Massachusetts,14.5,"1,202",/nchs/pressroom/states/massachusetts/massachusetts.htm
2014,Michigan,23.7,"2,844",/nchs/pressroom/states/michigan/michigan.htm
2014,Minnesota,18.7,"1,193",/nchs/pressroom/states/minnesota/minnesota.htm
2014,Mississippi,30.4,"1,015",/nchs/pressroom/states/mississippi/mississippi.htm
2014,Missouri,19.4,"1,423",/nchs/pressroom/states/missouri/missouri.htm
2014,Montana,19.2,250,/nchs/pressroom/states/montana/montana.htm
2014,Nebraska,21.5,473,/nchs/pressroom/states/nebraska/nebraska.htm
2014,Nevada,11.4,350,/nchs/pressroom/states/nevada/nevada.htm
2014,New Hampshire,18,300,/nchs/pressroom/states/newhampshire/newhampshire.htm
2014,New Jersey,19.3,"2,062",/nchs/pressroom/states/newjersey/newjersey.htm
2014,New Mexico,27.5,671,/nchs/pressroom/states/newmexico/newmexico.htm
2014,New York,17.4,"4,064",/nchs/pressroom/states/newyork/newyork.htm
2014,North Carolina,23.7,"2,687",/nchs/pressroom/states/northcarolina/northcarolina.htm
2014,North Dakota,19.9,176,/nchs/pressroom/states/northdakota/northdakota.htm
2014,Ohio,25.7,"3,641",/nchs/pressroom/states/ohio/ohio.htm
2014,Oklahoma,29.1,"1,261",/nchs/pressroom/states/oklahoma/oklahoma.htm
2014,Oregon,22.4,"1,083",/nchs/pressroom/states/oregon/oregon.htm
2014,Pennsylvania,22,"3,765",/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2014,Rhode Island,18.3,252,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2014,South Carolina,21.8,"1,239",/nchs/pressroom/states/southcarolina/southcarolina.htm
2014,South Dakota,21.3,224,/nchs/pressroom/states/southdakota/southdakota.htm
2014,Tennessee,23.2,"1,727",/nchs/pressroom/states/tenessee/tennessee.htm
2014,Texas,21.3,"5,348",/nchs/pressroom/states/texas/texas.htm
2014,Utah,24.3,570,/nchs/pressroom/states/utah/utah.htm
2014,Vermont,18.7,154,/nchs/pressroom/states/vermont/vermont.htm
2014,Virginia,18.5,"1,683",/nchs/pressroom/states/virginia/virginia.htm
2014,Washington,21.2,"1,668",/nchs/pressroom/states/washington/washington.htm
2014,West Virginia,33.3,818,/nchs/pressroom/states/westvirginia/westvirginia.htm
2014,Wisconsin,19.1,"1,352",/nchs/pressroom/states/wisconsin/wisconsin.htm
2014,Wyoming,17.6,110,/nchs/pressroom/states/wyoming/wyoming.htm
2005,Alabama,29.8,"1,429",/nchs/pressroom/states/alabama/alabama.htm
2005,Alaska,22.4,93,/nchs/pressroom/states/alaska/alaska.htm
2005,Arizona,20.4,"1,208",/nchs/pressroom/states/arizona/arizona.htm
2005,Arkansas,27.1,824,/nchs/pressroom/states/arkansas/arkansas.htm
2005,California,23.8,"7,697",/nchs/pressroom/states/california/california.htm
2005,Colorado,19.3,753,/nchs/pressroom/states/colorado/colorado.htm
2005,Connecticut,20,811,/nchs/pressroom/states/connecticut/connecticut.htm
2005,Delaware,26.4,233,/nchs/pressroom/states/delaware/delaware.htm
2005,Florida,22.7,"5,193",/nchs/pressroom/states/florida/florida.htm
2005,Georgia,23.2,"1,742",/nchs/pressroom/states/georgia/georgia.htm
